timestamp,Servo1Angle,Diff1,Dir1,Servo2Angle,Diff2,Dir2,Servo3Angle,Diff3,Dir3,Servo4Angle,Diff4,Dir4,Servo5Angle,Diff5,Dir5
4/23/2025 17:26,44,-46,left,82,-8,down,107,17,up,163,73,up,90,0,center
4/23/2025 17:26,167,77,right,79,-11,down,133,43,up,162,72,up,90,0,center
4/23/2025 17:26,63,-27,left,38,-52,down,147,57,up,8,-82,down,90,0,center
4/23/2025 17:26,117,27,right,63,-27,down,77,-13,down,140,50,up,90,0,center
4/23/2025 17:26,171,81,right,105,15,up,101,11,up,96,6,up,90,0,center
4/23/2025 17:26,129,39,right,95,5,up,92,2,up,171,81,up,90,0,center
4/23/2025 17:26,93,3,right,29,-61,down,42,-48,down,136,46,up,90,0,center
4/23/2025 17:26,91,1,right,174,84,up,0,-90,down,2,-88,down,90,0,center
4/23/2025 17:26,18,-72,left,137,47,up,93,3,up,128,38,up,90,0,center
4/23/2025 17:26,66,-24,left,23,-67,down,53,-37,down,67,-23,down,90,0,center
4/23/2025 17:26,23,-67,left,132,42,up,162,72,up,82,-8,down,90,0,center
4/23/2025 17:26,156,66,right,137,47,up,8,-82,down,97,7,up,90,0,center
4/23/2025 17:26,40,-50,left,105,15,up,123,33,up,56,-34,down,90,0,center
4/23/2025 17:26,6,-84,left,145,55,up,93,3,up,70,-20,down,90,0,center
4/23/2025 17:26,173,83,right,110,20,up,65,-25,down,131,41,up,90,0,center
4/23/2025 17:26,61,-29,left,106,16,up,126,36,up,40,-50,down,90,0,center
4/23/2025 17:26,115,25,right,8,-82,down,127,37,up,135,45,up,90,0,center
4/23/2025 17:26,136,46,right,96,6,up,97,7,up,97,7,up,90,0,center
4/23/2025 17:26,97,7,right,90,0,center,79,-11,down,174,84,up,90,0,center
4/23/2025 17:26,157,67,right,113,23,up,37,-53,down,102,12,up,90,0,center
4/23/2025 17:26,40,-50,left,117,27,up,178,88,up,114,24,up,90,0,center
4/23/2025 17:26,176,86,right,99,9,up,110,20,up,131,41,up,90,0,center
4/23/2025 17:26,62,-28,left,96,6,up,33,-57,down,148,58,up,90,0,center
4/23/2025 17:27,131,41,right,139,49,up,17,-73,down,57,-33,down,90,0,center
4/23/2025 17:27,155,65,right,23,-67,down,74,-16,down,136,46,up,90,0,center
4/23/2025 17:27,170,80,right,124,34,up,178,88,up,93,3,up,90,0,center
4/23/2025 17:27,33,-57,left,122,32,up,3,-87,down,133,43,up,90,0,center
4/23/2025 17:27,100,10,right,134,44,up,149,59,up,144,54,up,90,0,center
4/23/2025 17:27,67,-23,left,55,-35,down,165,75,up,139,49,up,90,0,center
4/23/2025 17:27,65,-25,left,76,-14,down,17,-73,down,47,-43,down,90,0,center
4/23/2025 17:27,96,6,right,110,20,up,151,61,up,169,79,up,90,0,center
4/23/2025 17:27,141,51,right,90,0,center,9,-81,down,0,-90,down,90,0,center
4/23/2025 17:27,161,71,right,85,-5,down,167,77,up,54,-36,down,90,0,center
4/23/2025 17:27,45,-45,left,94,4,up,68,-22,down,103,13,up,90,0,center
4/23/2025 17:27,12,-78,left,165,75,up,153,63,up,23,-67,down,90,0,center
4/23/2025 17:27,78,-12,left,90,0,center,122,32,up,93,3,up,90,0,center
4/23/2025 17:27,34,-56,left,48,-42,down,107,17,up,137,47,up,90,0,center
4/23/2025 17:27,90,0,center,31,-59,down,56,-34,down,42,-48,down,90,0,center
4/23/2025 17:27,140,50,right,80,-10,down,121,31,up,153,63,up,90,0,center
4/23/2025 17:27,170,80,right,148,58,up,86,-4,down,93,3,up,90,0,center
4/23/2025 17:27,33,-57,left,166,76,up,148,58,up,115,25,up,90,0,center
4/23/2025 17:27,175,85,right,160,70,up,38,-52,down,60,-30,down,90,0,center
4/23/2025 17:27,89,-1,left,41,-49,down,37,-53,down,84,-6,down,90,0,center
4/23/2025 17:27,22,-68,left,167,77,up,127,37,up,84,-6,down,90,0,center
4/23/2025 17:27,56,-34,left,94,4,up,98,8,up,70,-20,down,90,0,center
4/23/2025 17:27,143,53,right,21,-69,down,74,-16,down,23,-67,down,90,0,center
4/23/2025 17:27,82,-8,left,145,55,up,144,54,up,13,-77,down,90,0,center
4/23/2025 17:27,66,-24,left,127,37,up,11,-79,down,33,-57,down,90,0,center
4/23/2025 17:27,107,17,right,68,-22,down,67,-23,down,137,47,up,90,0,center
4/23/2025 17:27,158,68,right,169,79,up,105,15,up,116,26,up,90,0,center
4/23/2025 17:27,180,90,right,47,-43,down,54,-36,down,174,84,up,90,0,center
4/23/2025 17:27,46,-44,left,19,-71,down,41,-49,down,147,57,up,90,0,center
4/23/2025 17:27,162,72,right,112,22,up,82,-8,down,153,63,up,90,0,center
4/23/2025 17:27,167,77,right,51,-39,down,9,-81,down,105,15,up,90,0,center
4/23/2025 17:27,83,-7,left,98,8,up,170,80,up,149,59,up,90,0,center
4/23/2025 17:27,18,-72,left,82,-8,down,10,-80,down,109,19,up,90,0,center
4/23/2025 17:27,8,-82,left,136,46,up,55,-35,down,173,83,up,90,0,center
4/23/2025 17:27,118,28,right,51,-39,down,121,31,up,128,38,up,90,0,center
4/23/2025 17:27,5,-85,left,25,-65,down,4,-86,down,80,-10,down,90,0,center
4/23/2025 17:27,165,75,right,93,3,up,109,19,up,88,-2,down,90,0,center
4/23/2025 17:27,104,14,right,56,-34,down,176,86,up,14,-76,down,90,0,center
4/23/2025 17:27,27,-63,left,17,-73,down,139,49,up,96,6,up,90,0,center
4/23/2025 17:27,116,26,right,49,-41,down,86,-4,down,64,-26,down,90,0,center
4/23/2025 17:27,6,-84,left,31,-59,down,39,-51,down,40,-50,down,90,0,center
4/23/2025 17:27,59,-31,left,115,25,up,145,55,up,93,3,up,90,0,center
4/23/2025 17:27,106,16,right,90,0,center,79,-11,down,152,62,up,90,0,center
4/23/2025 17:27,31,-59,left,82,-8,down,93,3,up,142,52,up,90,0,center
4/23/2025 17:27,163,73,right,93,3,up,6,-84,down,14,-76,down,90,0,center
4/23/2025 17:27,140,50,right,29,-61,down,71,-19,down,146,56,up,90,0,center
4/23/2025 17:27,91,1,right,99,9,up,144,54,up,1,-89,down,90,0,center
4/23/2025 17:27,10,-80,left,0,-90,down,62,-28,down,26,-64,down,90,0,center
4/23/2025 17:27,100,10,right,8,-82,down,146,56,up,56,-34,down,90,0,center
4/23/2025 17:27,7,-83,left,53,-37,down,153,63,up,150,60,up,90,0,center
4/23/2025 17:27,35,-55,left,94,4,up,139,49,up,156,66,up,90,0,center
4/23/2025 17:27,93,3,right,104,14,up,74,-16,down,119,29,up,90,0,center
4/23/2025 17:27,100,10,right,132,42,up,45,-45,down,88,-2,down,90,0,center
4/23/2025 17:27,52,-38,left,172,82,up,97,7,up,17,-73,down,90,0,center
4/23/2025 17:27,6,-84,left,5,-85,down,20,-70,down,24,-66,down,90,0,center
4/23/2025 17:27,54,-36,left,106,16,up,178,88,up,114,24,up,90,0,center
4/23/2025 17:27,68,-22,left,98,8,up,27,-63,down,169,79,up,90,0,center
4/23/2025 17:27,40,-50,left,137,47,up,69,-21,down,126,36,up,90,0,center
4/23/2025 17:27,48,-42,left,66,-24,down,159,69,up,122,32,up,90,0,center
4/23/2025 17:27,138,48,right,134,44,up,27,-63,down,82,-8,down,90,0,center
4/23/2025 17:27,73,-17,left,49,-41,down,87,-3,down,159,69,up,90,0,center
4/23/2025 17:27,29,-61,left,45,-45,down,111,21,up,93,3,up,90,0,center
4/23/2025 17:27,97,7,right,147,57,up,11,-79,down,38,-52,down,90,0,center
4/23/2025 17:27,32,-58,left,30,-60,down,6,-84,down,8,-82,down,90,0,center
4/23/2025 17:27,22,-68,left,130,40,up,166,76,up,114,24,up,90,0,center
4/23/2025 17:27,46,-44,left,171,81,up,19,-71,down,174,84,up,90,0,center
4/23/2025 17:27,36,-54,left,171,81,up,154,64,up,140,50,up,90,0,center
4/23/2025 17:27,53,-37,left,4,-86,down,122,32,up,178,88,up,90,0,center
4/23/2025 17:27,45,-45,left,36,-54,down,177,87,up,168,78,up,90,0,center
4/23/2025 17:27,158,68,right,16,-74,down,1,-89,down,179,89,up,90,0,center
4/23/2025 17:27,87,-3,left,82,-8,down,111,21,up,47,-43,down,90,0,center
4/23/2025 17:27,122,32,right,36,-54,down,159,69,up,64,-26,down,90,0,center
4/23/2025 17:27,174,84,right,60,-30,down,104,14,up,158,68,up,90,0,center
4/23/2025 17:27,58,-32,left,90,0,center,85,-5,down,148,58,up,90,0,center
4/23/2025 17:27,80,-10,left,79,-11,down,117,27,up,28,-62,down,90,0,center
4/23/2025 17:27,125,35,right,1,-89,down,8,-82,down,42,-48,down,90,0,center
4/23/2025 17:27,6,-84,left,108,18,up,36,-54,down,86,-4,down,90,0,center
4/23/2025 17:27,119,29,right,84,-6,down,84,-6,down,86,-4,down,90,0,center
4/23/2025 17:27,171,81,right,157,67,up,29,-61,down,25,-65,down,90,0,center
4/23/2025 17:27,180,90,right,107,17,up,82,-8,down,138,48,up,90,0,center
4/23/2025 17:27,41,-49,left,70,-20,down,81,-9,down,34,-56,down,90,0,center
4/23/2025 17:27,118,28,right,141,51,up,45,-45,down,103,13,up,90,0,center
4/23/2025 17:27,152,62,right,56,-34,down,92,2,up,132,42,up,90,0,center
4/23/2025 17:27,143,53,right,5,-85,down,24,-66,down,77,-13,down,90,0,center
4/23/2025 17:27,70,-20,left,3,-87,down,89,-1,down,59,-31,down,90,0,center
4/23/2025 17:27,179,89,right,64,-26,down,44,-46,down,71,-19,down,90,0,center
4/23/2025 17:27,163,73,right,110,20,up,28,-62,down,96,6,up,90,0,center
4/23/2025 17:27,46,-44,left,8,-82,down,75,-15,down,7,-83,down,90,0,center
4/23/2025 17:27,109,19,right,172,82,up,136,46,up,129,39,up,90,0,center
4/23/2025 17:27,173,83,right,34,-56,down,179,89,up,171,81,up,90,0,center
4/23/2025 17:27,62,-28,left,87,-3,down,72,-18,down,82,-8,down,90,0,center
4/23/2025 17:27,20,-70,left,48,-42,down,150,60,up,153,63,up,90,0,center
4/23/2025 17:27,94,4,right,40,-50,down,127,37,up,161,71,up,90,0,center
4/23/2025 17:27,50,-40,left,133,43,up,71,-19,down,43,-47,down,90,0,center
4/23/2025 17:27,69,-21,left,177,87,up,68,-22,down,7,-83,down,90,0,center
4/23/2025 17:27,46,-44,left,67,-23,down,124,34,up,47,-43,down,90,0,center
4/23/2025 17:27,98,8,right,107,17,up,123,33,up,144,54,up,90,0,center
4/23/2025 17:27,96,6,right,139,49,up,149,59,up,94,4,up,90,0,center
4/23/2025 17:27,17,-73,left,31,-59,down,159,69,up,22,-68,down,90,0,center
4/23/2025 17:27,81,-9,left,47,-43,down,161,71,up,99,9,up,90,0,center
4/23/2025 17:27,178,88,right,164,74,up,111,21,up,137,47,up,90,0,center
4/23/2025 17:27,120,30,right,171,81,up,27,-63,down,146,56,up,90,0,center
4/23/2025 17:27,161,71,right,51,-39,down,125,35,up,27,-63,down,90,0,center
4/23/2025 17:27,132,42,right,12,-78,down,123,33,up,53,-37,down,90,0,center
4/23/2025 17:27,171,81,right,166,76,up,122,32,up,96,6,up,90,0,center
4/23/2025 17:27,89,-1,left,0,-90,down,168,78,up,25,-65,down,90,0,center
4/23/2025 17:27,67,-23,left,5,-85,down,41,-49,down,132,42,up,90,0,center
4/23/2025 17:27,158,68,right,78,-12,down,153,63,up,147,57,up,90,0,center
4/23/2025 17:27,86,-4,left,37,-53,down,119,29,up,8,-82,down,90,0,center
4/23/2025 17:27,171,81,right,139,49,up,142,52,up,128,38,up,90,0,center
4/23/2025 17:27,176,86,right,50,-40,down,149,59,up,76,-14,down,90,0,center
4/23/2025 17:27,89,-1,left,150,60,up,77,-13,down,13,-77,down,90,0,center
4/23/2025 17:27,68,-22,left,83,-7,down,6,-84,down,151,61,up,90,0,center
4/23/2025 17:27,39,-51,left,32,-58,down,42,-48,down,143,53,up,90,0,center
4/23/2025 17:27,31,-59,left,46,-44,down,27,-63,down,153,63,up,90,0,center
4/23/2025 17:27,112,22,right,71,-19,down,163,73,up,70,-20,down,90,0,center
4/23/2025 17:27,169,79,right,52,-38,down,131,41,up,158,68,up,90,0,center
4/23/2025 17:27,171,81,right,84,-6,down,159,69,up,5,-85,down,90,0,center
4/23/2025 17:27,156,66,right,124,34,up,130,40,up,121,31,up,90,0,center
4/23/2025 17:27,167,77,right,53,-37,down,94,4,up,166,76,up,90,0,center
4/23/2025 17:27,22,-68,left,107,17,up,108,18,up,39,-51,down,90,0,center
4/23/2025 17:27,128,38,right,11,-79,down,159,69,up,76,-14,down,90,0,center
4/23/2025 17:27,69,-21,left,96,6,up,177,87,up,32,-58,down,90,0,center
4/23/2025 17:27,173,83,right,62,-28,down,169,79,up,102,12,up,90,0,center
4/23/2025 17:27,110,20,right,86,-4,down,72,-18,down,35,-55,down,90,0,center
4/23/2025 17:27,51,-39,left,27,-63,down,105,15,up,58,-32,down,90,0,center
4/23/2025 17:27,24,-66,left,157,67,up,133,43,up,10,-80,down,90,0,center
4/23/2025 17:27,117,27,right,6,-84,down,77,-13,down,6,-84,down,90,0,center
4/23/2025 17:27,111,21,right,127,37,up,45,-45,down,33,-57,down,90,0,center
4/23/2025 17:27,72,-18,left,42,-48,down,72,-18,down,164,74,up,90,0,center
4/23/2025 17:27,48,-42,left,165,75,up,33,-57,down,39,-51,down,90,0,center
4/23/2025 17:27,130,40,right,113,23,up,66,-24,down,60,-30,down,90,0,center
4/23/2025 17:27,17,-73,left,37,-53,down,114,24,up,164,74,up,90,0,center
4/23/2025 17:27,131,41,right,97,7,up,13,-77,down,25,-65,down,90,0,center
4/23/2025 17:27,33,-57,left,47,-43,down,130,40,up,27,-63,down,90,0,center
4/23/2025 17:27,141,51,right,2,-88,down,152,62,up,43,-47,down,90,0,center
4/23/2025 17:27,41,-49,left,56,-34,down,161,71,up,37,-53,down,90,0,center
4/23/2025 17:27,37,-53,left,86,-4,down,41,-49,down,11,-79,down,90,0,center
4/23/2025 17:27,82,-8,left,32,-58,down,68,-22,down,158,68,up,90,0,center
4/23/2025 17:27,139,49,right,125,35,up,121,31,up,61,-29,down,90,0,center
4/23/2025 17:27,129,39,right,138,48,up,166,76,up,123,33,up,90,0,center
4/23/2025 17:27,153,63,right,99,9,up,97,7,up,133,43,up,90,0,center
4/23/2025 17:27,126,36,right,151,61,up,145,55,up,136,46,up,90,0,center
4/23/2025 17:27,68,-22,left,72,-18,down,166,76,up,154,64,up,90,0,center
4/23/2025 17:27,169,79,right,157,67,up,165,75,up,86,-4,down,90,0,center
4/23/2025 17:27,17,-73,left,95,5,up,69,-21,down,142,52,up,90,0,center
4/23/2025 17:27,14,-76,left,83,-7,down,173,83,up,80,-10,down,90,0,center
4/23/2025 17:27,23,-67,left,88,-2,down,18,-72,down,152,62,up,90,0,center
4/23/2025 17:27,119,29,right,59,-31,down,87,-3,down,12,-78,down,90,0,center
4/23/2025 17:27,81,-9,left,147,57,up,78,-12,down,115,25,up,90,0,center
4/23/2025 17:27,138,48,right,39,-51,down,6,-84,down,105,15,up,90,0,center
4/23/2025 17:27,170,80,right,174,84,up,33,-57,down,124,34,up,90,0,center
4/23/2025 17:27,127,37,right,81,-9,down,74,-16,down,131,41,up,90,0,center
4/23/2025 17:27,136,46,right,50,-40,down,136,46,up,155,65,up,90,0,center
4/23/2025 17:27,10,-80,left,84,-6,down,72,-18,down,12,-78,down,90,0,center
4/23/2025 17:27,163,73,right,151,61,up,136,46,up,149,59,up,90,0,center
4/23/2025 17:27,138,48,right,156,66,up,104,14,up,87,-3,down,90,0,center
4/23/2025 17:27,158,68,right,56,-34,down,73,-17,down,26,-64,down,90,0,center
4/23/2025 17:27,108,18,right,137,47,up,69,-21,down,4,-86,down,90,0,center
4/23/2025 17:27,139,49,right,152,62,up,4,-86,down,92,2,up,90,0,center
4/23/2025 17:27,174,84,right,114,24,up,129,39,up,13,-77,down,90,0,center
4/23/2025 17:27,154,64,right,122,32,up,170,80,up,117,27,up,90,0,center
4/23/2025 17:27,162,72,right,107,17,up,159,69,up,30,-60,down,90,0,center
4/23/2025 17:27,53,-37,left,87,-3,down,114,24,up,3,-87,down,90,0,center
4/23/2025 17:27,10,-80,left,31,-59,down,152,62,up,81,-9,down,90,0,center
4/23/2025 17:27,115,25,right,69,-21,down,107,17,up,145,55,up,90,0,center
4/23/2025 17:27,130,40,right,129,39,up,152,62,up,75,-15,down,90,0,center
4/23/2025 17:27,142,52,right,40,-50,down,18,-72,down,152,62,up,90,0,center
4/23/2025 17:27,42,-48,left,108,18,up,32,-58,down,77,-13,down,90,0,center
4/23/2025 17:27,19,-71,left,47,-43,down,16,-74,down,54,-36,down,90,0,center
4/23/2025 17:27,29,-61,left,94,4,up,50,-40,down,119,29,up,90,0,center
4/23/2025 17:27,125,35,right,97,7,up,119,29,up,124,34,up,90,0,center
4/23/2025 17:27,108,18,right,68,-22,down,118,28,up,39,-51,down,90,0,center
4/23/2025 17:27,61,-29,left,25,-65,down,75,-15,down,73,-17,down,90,0,center
4/23/2025 17:27,169,79,right,19,-71,down,14,-76,down,157,67,up,90,0,center
4/23/2025 17:27,81,-9,left,18,-72,down,30,-60,down,151,61,up,90,0,center
4/23/2025 17:27,98,8,right,3,-87,down,2,-88,down,121,31,up,90,0,center
4/23/2025 17:27,134,44,right,9,-81,down,170,80,up,163,73,up,90,0,center
4/23/2025 17:27,151,61,right,112,22,up,55,-35,down,46,-44,down,90,0,center
4/23/2025 17:27,86,-4,left,84,-6,down,44,-46,down,83,-7,down,90,0,center
4/23/2025 17:27,36,-54,left,128,38,up,133,43,up,46,-44,down,90,0,center
4/23/2025 17:27,51,-39,left,180,90,up,31,-59,down,133,43,up,90,0,center
4/23/2025 17:27,87,-3,left,179,89,up,69,-21,down,42,-48,down,90,0,center
4/23/2025 17:27,92,2,right,165,75,up,45,-45,down,96,6,up,90,0,center
4/23/2025 17:27,2,-88,left,40,-50,down,27,-63,down,36,-54,down,90,0,center
4/23/2025 17:27,7,-83,left,18,-72,down,13,-77,down,78,-12,down,90,0,center
4/23/2025 17:28,110,20,right,137,47,up,152,62,up,89,-1,down,90,0,center
4/23/2025 17:28,97,7,right,5,-85,down,13,-77,down,107,17,up,90,0,center
4/23/2025 17:28,69,-21,left,146,56,up,131,41,up,118,28,up,90,0,center
4/23/2025 17:28,161,71,right,11,-79,down,35,-55,down,71,-19,down,90,0,center
4/23/2025 17:28,42,-48,left,71,-19,down,100,10,up,32,-58,down,90,0,center
4/23/2025 17:28,155,65,right,142,52,up,121,31,up,87,-3,down,90,0,center
4/23/2025 17:28,92,2,right,134,44,up,116,26,up,4,-86,down,90,0,center
4/23/2025 17:28,146,56,right,139,49,up,30,-60,down,85,-5,down,90,0,center
4/23/2025 17:28,119,29,right,148,58,up,137,47,up,88,-2,down,90,0,center
4/23/2025 17:28,33,-57,left,126,36,up,97,7,up,106,16,up,90,0,center
4/23/2025 17:28,62,-28,left,86,-4,down,123,33,up,97,7,up,90,0,center
4/23/2025 17:28,69,-21,left,106,16,up,109,19,up,128,38,up,90,0,center
4/23/2025 17:28,159,69,right,175,85,up,102,12,up,47,-43,down,90,0,center
4/23/2025 17:28,144,54,right,32,-58,down,81,-9,down,25,-65,down,90,0,center
4/23/2025 17:28,1,-89,left,52,-38,down,62,-28,down,26,-64,down,90,0,center
4/23/2025 17:28,10,-80,left,168,78,up,122,32,up,105,15,up,90,0,center
4/23/2025 17:28,62,-28,left,162,72,up,53,-37,down,176,86,up,90,0,center
4/23/2025 17:28,90,0,center,44,-46,down,79,-11,down,105,15,up,90,0,center
4/23/2025 17:28,156,66,right,96,6,up,96,6,up,171,81,up,90,0,center
4/23/2025 17:28,169,79,right,178,88,up,136,46,up,155,65,up,90,0,center
4/23/2025 17:28,142,52,right,16,-74,down,78,-12,down,117,27,up,90,0,center
4/23/2025 17:28,136,46,right,117,27,up,109,19,up,132,42,up,90,0,center
4/23/2025 17:28,52,-38,left,170,80,up,160,70,up,113,23,up,90,0,center
4/23/2025 17:28,36,-54,left,92,2,up,91,1,up,42,-48,down,90,0,center
4/23/2025 17:28,97,7,right,93,3,up,160,70,up,81,-9,down,90,0,center
